Post Number,Platform,Username,Content URL,Text,Creation Date,Likes,Comments,Additional Info
11,YouTube,@workingTchr,https://www.youtube.com/watch?v=hJP5GqnTrNo,"<a href=""https://www.youtube.com/watch?v=hJP5GqnTrNo&amp;t=193"">3:13</a> &quot;It&#39;s able to divine what is probably the misconception in that student&#39;s mind&quot;. I don&#39;t think so.  It&#39;s articulating how the student&#39;s answer is imperfect, which is not the same.  To be an effective tutor, we have to first train AI to understand how people think rather than just how to solve problems.  The great difficulty with this is what will AI have to <i>learn from</i> ?  Unless we find some way to train AI how humans think, (or until AI acquires sentience, and with that, presumably, empathy), I think it&#39;ll be a long way from being the sort of effective tutor that Sal Khan envisions.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
12,YouTube,@ZaneMouakket,https://www.youtube.com/watch?v=hJP5GqnTrNo,"<a href=""https://www.youtube.com/watch?v=hJP5GqnTrNo&amp;t=230"">3:50</a> well in the comments of the code it says it&#39;s a cloud...",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
13,YouTube,@paulinus-b5b,https://www.youtube.com/watch?v=hJP5GqnTrNo,"AI&#39;s potential to personalize learning and provide equitable access is truly revolutionary, especially for those with learning differences or limited resources. Let&#39;s hope Khanmigo can empower students worldwide to reach their full potential. Sal, your vision is inspiring!",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
14,YouTube,@koeigerworthams8658,https://www.youtube.com/watch?v=hJP5GqnTrNo,So this means the Paraeducators and the college tutors jobs will be taken away.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
15,YouTube,@arian1569,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Dear Mr Khan, Ai will definitely be able to help improve Human their abilities to perform activities and also look at having options but it will not be able to improve Human Intellegence(HI) as we do not know how we can use our human brain poterntial and we hardly use 5/10 % of it.  Human beings&#39; design and development Chakras and brain are all linked and human intelligence has to be first enabled.  So , for many it will be improving but it is actually enabling options and helping to think...as  majority ( who has used AI tools) nowadays has stopped thinking and ask Ai stratighway questions",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
16,YouTube,@JCol-o3n,https://www.youtube.com/watch?v=hJP5GqnTrNo,"AI can be helpful in education. It shouldn’t be used to make everyone think alike or create narrow and limited paths to truth. We have never gotten all of our water from the same place. In essence AI gives us all the same water troff, around the world. This could be hazardous if it limits the direction of physics or mathematics. If it creates broad and tighter models, yes even unintentionally perhaps. It could be making very basic decisions for everyone that they will no longer get to decide. We don’t want youths to be filled like vessels by AI, we want them to think the small things out as they grow. This is normal so they know how they got there. It needs to be done individually on an individual road in order to protect the quantum fields of infinity. AI can be a shortcut. Do we want it? Yes, if it helps with math. But we also want children to learn in very unique ways. This process helps students in life. Marita may go home and get a Khan Academy video. Jesi may have his older brother explain it. It’s good to have infinite sources and to not value one over the other because processes render different answers in life.<br><br>The fact so many will choose a computer as teacher does impact society. It can make instruction more accurate, but it also could mean personal teaching won’t be preferred or necessary in 20 years. Is that good? Maybe. How much contact do kids and people want. We already spend so much time on phones not communicating with people. That with AI will increase. Do people want to interact with other people as much? These are the decisions that AI makes for society at a base level. The decisions about advancements and the small details, even in degrees, will lead to a different destination. That’s why thinking about AI impacts are imoortant.<br><br>AI right now is not artificial intelligence. It’s just computers retrieving information in an ordered way to be more helpful to the user. Computers are learning more and more to speak our language fluently and order the information it keeps in its memory. The tasks it can do well are ones that demand accuracy.<br><br>The “AI revolution” is not to be compared to the computer revolution. That was much larger. Quantum computers could be the game changer again. So far the hype about Chat GPT is hype. I can tell when it is being used and the quality of written materials have declined. I can tell when I’m getting a canned response in my email. I ignore the bulk mail. I’ll read the hand written one sent to me. So Id call AI Automatic response based on programmer &amp; info at hand. Is it convenient? Yes. Is it limited and can be wildly inaccurate? Yes.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
17,YouTube,@afterthesmash,https://www.youtube.com/watch?v=hJP5GqnTrNo,"YouTube summarizes this as &quot;one year ago&quot; until you expand the show notes, where it reveals an upload date of May 2023. It is currently April 2025 and we are talking AI years here. In two more mere weeks, the stupid &quot;ago&quot; date summary that World and Dog now appear to prefer would more appropriately be &quot;almost primordial&quot;.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
18,YouTube,@_ysn,https://www.youtube.com/watch?v=hJP5GqnTrNo,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a>",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
19,YouTube,@FitAngelsAcademy,https://www.youtube.com/watch?v=hJP5GqnTrNo,How can I implement this Chat bot into Moodle LMS?,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
20,YouTube,@jasonscala5834,https://www.youtube.com/watch?v=hJP5GqnTrNo,Lets first create a HUGE problem and then lets mitigate it to some extent. Nice.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
21,YouTube,@ninjapirate123,https://www.youtube.com/watch?v=hJP5GqnTrNo,"It depends on how people use it, if they use it to cheat then they won&#39;t learn but if they use it as a tool to help them learn and understand something, they&#39;ll learn faster and easier",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
22,YouTube,@WilliamSteMarie-or4sh,https://www.youtube.com/watch?v=hJP5GqnTrNo,"This is certainly one of the more positive ways to use AI. I see a lot of potential in having AI use the socratic method rather than spitting out answers. However, I have many concerns: If you can just ask a character its motivations or what something symbolizes, where is the act of interpretation? Also, who is to say there is one correct interpretation or that the AI&#39;s one is accurate? Also, a lot of people talk about lesson planning like it&#39;s a chore and not  an important part of a teacher&#39;s imprint/philosophy. I know that for me, lesson planning is a huge part of my instruction, and it is very closely tied to my teaching philosophy/who I am.  Having AI write with you seems like a decent idea, but it sort of devalues just how important choices are in writing and your voice as a writer. Could you imagine if the greats just tag-teamed their novels with AI? How would their voice be consistent? How much of the plot/creative choices would be influenced by something regurgitating random things? How much do students come to rely on AI for help? Does this make them feel less comfortable asking a teacher for help? What happens when it hallucinates? Will the students believe the teacher over the AI? Eventually, will the teachers even know the AI is hallucinating or will they also become overreliant?",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
23,YouTube,@jonathaningram6011,https://www.youtube.com/watch?v=hJP5GqnTrNo,"This is really just a commercial for Khan Academy.  Most of what is presented will not improve education.  It will do just the opposite.  Let me take one example from the video.<br><br>In the video, Mr. Khan describes a student that had the AI talk to her in &quot;the voice&quot; of the Jay Gatsby and ask about the meaning of the green light he looks at in the distance.  The AI gives her an explanation, and it is a fine explanation.  However, the assumption is that education means getting the answer.  That is precisely wrong!<br><br>To be educated, the student needs to be able to make her own connections.  She didn&#39;t do this.  If the student read the book, the book says that the green light is at the end of Daisy&#39;s dock across the bay.  The student should be able to make the connection, not be told the connection.  Telling the connection does the thinking FOR the student rather than having the student think FOR herself.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
24,YouTube,@saraghaffari5088,https://www.youtube.com/watch?v=hJP5GqnTrNo,Horrifying. This is only impressive to people who don&#39;t actually know how to tutor or teach. These are not demonstrations of good tutoring. This is propaganda for a product. Wake up.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
25,YouTube,@DentedOut,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Those that promote AI positively are mistaken.  It is not intelligence, just a faster search engine.  Whoopty-doo!  AI now writes reports and essays for an entire generation of students that can no longer can read a book, internalize that knowledge by jotting down notes and then using those notes to create an original thought or thesis, that is to be written in their own words.  By this time-intensive struggle, knowledge becomes understanding within the self, something termed Somatic Knowledge. With ChatGPT, even the act of &quot;cut and paste&quot; statements is removed.  Merely enter a prompt, (I guess this is cut and pasted) and magically a paper for marking is produced.  Many educators I know, now complain this a problem.  Increasingly, knowledge for our students is Exosomatic, in that it is never comprehended, only retrieved.  This is not KNOWING.  In his speech at the Perimeter Institute, polymath Freeman Dyson claimed that in the year 2000 it became cheaper to store information than to understand it.  Thus the general public is made increasingly dumber, which is just how our current political leaders want it. <br>Early on, TED talks used to be good.  No longer.  Now it panders to promoters and influencers, who leverage their TED talk as social currency.  In the end, AI will undoubtedly give us easier acquisition to prono.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
26,YouTube,@zanegoofgodfrey3540,https://www.youtube.com/watch?v=hJP5GqnTrNo,"ai is going to combine with neurotechnology to create neurodevices that personalize learning, and replace teachers and the modern way of learning where our kids all have to wait for Tommy to stop mooning the teacher while cursing. Bad news for Tommy.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
27,YouTube,@DrImran-sm3le,https://www.youtube.com/watch?v=hJP5GqnTrNo,Bangladesh region is not eligible for using Khanmigo😥,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
28,YouTube,@Cycl0nefreddy,https://www.youtube.com/watch?v=hJP5GqnTrNo,"So far i havent used chatgpt to cheat really but to better understand concepts that havent clicked, recommendations, etc.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
29,YouTube,@maksimsgat8407,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Unfortunately, utopia.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
30,YouTube,@Shevock,https://www.youtube.com/watch?v=hJP5GqnTrNo,ChatGPT is going to destroy the world&#39;s fresh waters so that there are no children in the future. Not human ones anyway.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
31,YouTube,@AbhilashaThisisnotutopia-y5v,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Is it possible to replace teachers by AI entirely, and use them only as guides or standbys?",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
32,YouTube,@pedroabarzua8480,https://www.youtube.com/watch?v=hJP5GqnTrNo,Dispense with Ideologized Teachers&#39; Unions More Concerned with Organizing Strikes than Delivering Quality Knowledge........ It Will Represent a Qualitative Leap to Improve the Education of Average Adolescents Whose Families Cannot Fund Quality Private Schools....,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
33,YouTube,@thenatureboy9687,https://www.youtube.com/watch?v=hJP5GqnTrNo,This AI is not available in a country like India😭,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
34,YouTube,@adenikeshobukola2116,https://www.youtube.com/watch?v=hJP5GqnTrNo,"This is so impressive, interesting and an exciting exposition....as an educator, I  have been so curious as to what is the gain or positive effects of AI to learners, however the very first point about helping ordinary learners to become exceptional students changed my perspective.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
35,YouTube,@cillachan8519,https://www.youtube.com/watch?v=hJP5GqnTrNo,Thanks Sal Khan,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
36,YouTube,@EliuLoco,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Wow, just wow!",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
37,YouTube,@ClaudiAlexa,https://www.youtube.com/watch?v=hJP5GqnTrNo,"I wonder why the students are less and less &quot;intelligent&quot; ??  they have more access to content and platforms but  cannot deep dive in anything, lack of critical thinking",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
38,YouTube,@thomasclark631,https://www.youtube.com/watch?v=hJP5GqnTrNo,Humanity measures time by reference to apocryphal events.  The rise and introduction of artificial intelligence is such an event.  The challenge to primary and secondary education is to acknowledge and address the evidence that demonstrates monopolistic entities are slow to innovate.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
39,YouTube,@FanaticalFuturist,https://www.youtube.com/watch?v=hJP5GqnTrNo,"We recently used AI to x12 the learning speed of our students, even SENS students and it was so so easy! This is a great talk, and we’re seeing the results NOW! Our experiment for everyone to see is on my YT channel",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
40,YouTube,@GrindGrow-o6d,https://www.youtube.com/watch?v=hJP5GqnTrNo,"They are...and they do (in my STEM courses), BUT that comes down to us to create courses that teach them what AI can do, what it cannot do, and why they will stand out in a sea of people who only know how to use AI. It can make them stand out above the rest, if we can speed up their learning and comprehension. We need knowledge to think critically, this speeds up the knowledge. Now force people to use the information they know to solve problems.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
41,YouTube,@SilverArrowArcher,https://www.youtube.com/watch?v=hJP5GqnTrNo,This content is really well thought out,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
42,YouTube,@BaoHoang-j4p,https://www.youtube.com/watch?v=hJP5GqnTrNo,"I think this is mid blowing for education. Having a virtual 1-1 education, cannot be misused to do answer, and tutoring you is mind blowing. <br><br><br>Also, just want to say, one of the chapters name is &quot;Conmigo&quot;, which should be &quot;Khanmigo&quot;.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
43,YouTube,@devinparry7906,https://www.youtube.com/watch?v=hJP5GqnTrNo,I am concerned as an educator these tools are still being used to spoon feed the child answers. Using AI to get the exact answer for the green light is concerning. The goal isn&#39;t the answer but teaching children how to find the answer and then figure it out themselves. For the story writer it is literally doing half the work for the student. That is still cheating in my book. I think AI can have a place but we can&#39;t use it to just give students the answers.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
44,YouTube,@JayBenjamin9214,https://www.youtube.com/watch?v=hJP5GqnTrNo,This looks brilliant but I’m still not convinced that teacher jobs will be safe in the coming years. Why have qualified staff if the software will provide all of the answers?,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
45,YouTube,@shev101,https://www.youtube.com/watch?v=hJP5GqnTrNo,khanmigo is an absolute mind <b>*</b>,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
46,YouTube,@marquitosdb85,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Excellent. Future of Education is now. Hope these ideas can impact in a positive way, everywhere.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
47,YouTube,@SilkyTube,https://www.youtube.com/watch?v=hJP5GqnTrNo,Finally i get to see the face of the perosn narrating all those videos,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
48,YouTube,@Epistemophilos,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Fantastic. Although the example with political debating is tricky, as most LLMs are highly biased when it comes to politics.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
49,YouTube,@marfmarfalot5193,https://www.youtube.com/watch?v=hJP5GqnTrNo,Very very nice,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
50,YouTube,@promags9843,https://www.youtube.com/watch?v=hJP5GqnTrNo,"chatgpt sometimes make a mistake when it comes to do some matrix operation,and sometimes you should to customize with prompt to make more simple explanation",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
51,YouTube,@tituswillb,https://www.youtube.com/watch?v=hJP5GqnTrNo,wait... so this was just an ad in the form of an educational chat?,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
52,YouTube,@Danbi20,https://www.youtube.com/watch?v=hJP5GqnTrNo,So AI is giving teachers something they&#39;ve needed more of for ages that seemed impossible to get ....TIME,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
53,YouTube,@teachersayswhat,https://www.youtube.com/watch?v=hJP5GqnTrNo,What an interesting and timely discussion.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
54,YouTube,@kylewelker6911,https://www.youtube.com/watch?v=hJP5GqnTrNo,I jumped up and screamed “IT’S THE KHAN ACADEMY GUY!!”,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
55,YouTube,@stepbro1992,https://www.youtube.com/watch?v=hJP5GqnTrNo,Having a personal tutor give you all the answers ones prompted is a ticket to making you dumb and needy. The essence of carefully curating your answer so that you both don’t ask too much and don’t annoy a tutor has its benefits…you understand other nuances that force your brain to think thoroughly… this will be lost...,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
56,YouTube,@stepbro1992,https://www.youtube.com/watch?v=hJP5GqnTrNo,If all children get the same 1 on 1 tutoring your back at the bell shaped curve.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
57,YouTube,@amandagifford5469,https://www.youtube.com/watch?v=hJP5GqnTrNo,Is there a way to license this software?,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
58,YouTube,@koliux1,https://www.youtube.com/watch?v=hJP5GqnTrNo,"This was a truly insightful video, Sal! Embracing AI in education, when done right, can be incredibly beneficial. It&#39;s interesting to see how AI can guide and enhance teaching methods. Speaking of AI, my app &quot;Baited&quot; offers AI-based interview coaching and it could be a great tool for students preparing for job interviews in this digital age. Keep up the great work!",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
59,YouTube,@harleymandk,https://www.youtube.com/watch?v=hJP5GqnTrNo,stil just text...,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
60,YouTube,@gregnixon1296,https://www.youtube.com/watch?v=hJP5GqnTrNo,The possibilities described here are not what happens when students use AI to complete their work. Students use AI to cheat.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
61,YouTube,@UiFd-k8y,https://www.youtube.com/watch?v=hJP5GqnTrNo,Please not make AI robot in &quot;hard form&quot; use AI robot in &quot;soft form&quot; . 😊,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
62,YouTube,@Newdaynewlife-l2q,https://www.youtube.com/watch?v=hJP5GqnTrNo,👉👈🫂🦾🙏🤜🤛✌️🤟,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
63,YouTube,@gurmitkaurtaak375,https://www.youtube.com/watch?v=hJP5GqnTrNo,❤ 👍👌✌️🥳🚩🙌☺️💯❤️😇😇🪔🙏🪔,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
64,YouTube,@annmarie_6172,https://www.youtube.com/watch?v=hJP5GqnTrNo,This is amazing.   Love how the teaching mode guides the teacher as to how their teaching design might progress.     So exciting.    GPT4 yes ?!??     Get going - !!,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
65,YouTube,@MaximusMotivat1vation,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Impressive work Sal.. the future is exciting, embracing AI at a young age will be beneficial for young minds, but also comes with its challenges in other areas. A well balanced approach can go long way..",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
66,YouTube,@Kvltklassik,https://www.youtube.com/watch?v=hJP5GqnTrNo,Says the guy selling AI to schools.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
67,YouTube,@thecrow9026,https://www.youtube.com/watch?v=hJP5GqnTrNo,I think everyone would agree if we make khan like incharge of global education of our children.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
68,YouTube,@Aprilmreyes21,https://www.youtube.com/watch?v=hJP5GqnTrNo,For only 4$ a month BEST 4 $ I’ve ever spent! I’ve been exploring it out all morning I love it! Just sent my teenager the app to download,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
69,YouTube,@paulmcdevitt2038,https://www.youtube.com/watch?v=hJP5GqnTrNo,"‘Just a tutor’ as opposed to… I believe the Khan Academy has employed some 200+ teachers to create and deliver the lessons. It may have started as Khan tutoring family members but has grown beyond that. Why was it needed? <br>We can all think back to when at school on the teachers who were good at getting information across - and those who were not. Especially in more complex subjects such as physics or, say, statistics. Why the difference? What if you could recreate the things the good teacher did? <br>Most schools do not teach you how to learn. They are trying to impart info you are expected to remember and, therefore, learn. But not how to learn. Great books like Make it Stick show how most teachers don’t know or understand how we learn or how information moves from short term memory to long term memory.  When you look at how Khan Academy is structured it does apply most of that thinking. Educational departments are signing up Khan Academy - likely to supplement their programs - but many will actually learn more from Khan Academy than their classroom teacher.<br>We still need a real person to prod us, provoke us, encourage us to learn - so I am not proposing we get rid of teachers but there are many areas we take for granted and have not looked at more deeply. Same for the way doctors diagnose patients. They all do it differently with varying levels of success. When anything is reliant on the variations and vagaries of individuals over a systemic approach, we are going to get dramatic variance in results.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
70,YouTube,@penniye,https://www.youtube.com/watch?v=hJP5GqnTrNo,I was in grade 9 when I discovered Khan Academy. I will never forget his voice guiding me through those black boards 🥲 currently doing my masters in science and I need to credit him for getting through my those primitive days.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
71,YouTube,@rishabhnathpandey8680,https://www.youtube.com/watch?v=hJP5GqnTrNo,We know it by common sense that if one would get educated individually and get more time and attention then he will perform better for sure😂😢,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
72,YouTube,@alexseifert602,https://www.youtube.com/watch?v=hJP5GqnTrNo,"This all is lovely but misses something MAJOR: most students don’t actually care about any of this content. They want passing grades and to move on. So all of this wonderful stuff assumes students want to go on the journey and are curious and are willing to collaborate with AI and explore. None of that is true in the majority. Most kids are apathetic to subject and/or they only care about grades (pressure from parents or to get into college). Very few students want to do this hard work. They want shortcuts, not thinking.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
73,YouTube,@lettersfromadirtbag,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Sal, thank you! Because of your videos, I got through all of my math and science classes in college in 2011. And, now, all these years later, your videos are once again helping me in my first year of being a secondary ed. math teacher.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
74,YouTube,@ladya6312,https://www.youtube.com/watch?v=hJP5GqnTrNo,"The Khan Academy takes forever to load from page to page and lacks AP Language and Literature fields. If the loading time can be reduced so it is not often timing out and these subjects added, that would be great.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
75,YouTube,@je9653,https://www.youtube.com/watch?v=hJP5GqnTrNo,"<a href=""https://www.youtube.com/watch?v=hJP5GqnTrNo&amp;t=522"">8:42</a>",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
