Count,Username,Post URL,Caption,Post Date,Likes,Comments
74,gtuedutr,https://www.instagram.com/p/C944fyqsaM0/,"Üniversite tercih döneminde öğrencilerimize danışmanlık hizmetimiz devam ediyor ,Bölgemizin Üniversitesi Gebze Teknik Üniversitesi  bölüm hocalarımızdan ,bölümler hakkında detaylı bilgi edindik .📍📕  #keşfet #keşfetteyiz #tercihdönemi #yks #university #gebzetekniküniversitesi #çayırova",2024-07-26 14:16:02,,
75,gtuedutr,https://www.instagram.com/p/C94g6FxR-T4/,Üniversite öğrencilerimizin erasmus deneyimleri. #gebzetekniküniversitesi #erasmus #erasmusplus #bilgisayarmühendisliği #GebzeTechnicalUniversity #gtü #exchangestudent #almanya,2024-07-26 10:46:25,,
76,gtuedutr,https://www.instagram.com/p/C94VoKUREzZ/,#gebzetekniküniversitesi #tercih2024 #gtü #tercihdönemi #yks2024 #gebzeteknik,2024-07-26 09:12:07,,
77,gtuedutr,https://www.instagram.com/p/C94UmjnRVZy/,Üniversite öğrencilerimizin erasmus deneyimleri. #gebzetekniküniversitesi #erasmus #erasmusplus #GebzeTechnicalUniversity #gtü #exchangestudent #norveç,2024-07-26 08:58:53,,
78,gtuedutr,https://www.instagram.com/p/C94QaFlNDJq/,Üniversite öğrencilerimizin erasmus deneyimleri. #gebzetekniküniversitesi #erasmus #erasmusplus #GebzeTechnicalUniversity #gtü #exchangestudent #ispanya,2024-07-26 08:24:24,,
79,gtuedutr,https://www.instagram.com/p/C94CTeARhe-/,GTÜ Rektörü Prof. Dr. Hacı Ali Mantar'ın katıldığı Tercih Zamanı Programı yayını. #gebzetekniküniversitesi #tercih2024 #gtü #tercihdönemi #yks2024 #gebzeteknik,2024-07-26 06:20:54,,
80,gtuedutr,https://www.instagram.com/p/C92evu0tDzF/,Our museum just got a brand new addition with the “Material Selection” award! 🏆🤩,2024-07-25 15:58:05,,
81,gtuedutr,https://www.instagram.com/p/C92Q_04RH3t/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  FİZİK BÖLÜMÜ  #fizikbölümü #fizik #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-25 13:49:35,,
82,gtuedutr,https://www.instagram.com/p/C92QlOCxCzs/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  MALZEME BİLİMİ VE MÜHENDİSLİĞİ  #malzemebilimivemühendisliği #malzememühendisliği #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-25 13:45:56,,
83,gtuedutr,https://www.instagram.com/p/C92F6LbxpRU/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  MATEMATİK BÖLÜMÜ  #matematikbölümü #matematik #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-25 12:12:07,,
84,gtuedutr,https://www.instagram.com/p/C92E8A4x-ZG/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  BİLGİSAYAR MÜHENDİSLİĞİ  #bilgisayarmühendisliği #bilgisayarmühendisi #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-25 12:05:13,,
85,gtuedutr,https://www.instagram.com/p/C92DN_HRm1D/,GTÜ Rektörü Prof. Dr. Hacı Ali Mantar'ın katıldığı Doğru Tercih Programı yayını.  #gebzetekniküniversitesi #tercih2024 #gtü #tercihdönemi #yks2024 #gebzeteknik,2024-07-25 11:50:29,,
86,gtuedutr,https://www.instagram.com/p/C92B9DkxpT0/,GTÜ Rektör Yardımcısı Prof. Dr. Damla Arısan'ın katıldığı Genç Vizyon Programı yayını. #gebzetekniküniversitesi #tercih2024 #gtü #tercihdönemi #yks2024 #gebzeteknik,2024-07-25 11:44:57,,
87,gtuedutr,https://www.instagram.com/p/C9101TDxbTg/,#gebzetekniküniversitesi #tercih2024 #gtü #tercihdönemi #yks2024 #gebzeteknik,2024-07-25 09:42:29,,
88,gtuedutr,https://www.instagram.com/p/C91yJV8NpV9/,#gebzetekniküniversitesi #GTÜ #tercih2024,2024-07-25 09:18:27,,
89,gtuedutr,https://www.instagram.com/p/C91fqWwNWNs/,#gebzetekniküniversitesi #GTÜ #tercih2024,2024-07-25 06:36:56,,
90,gtuedutr,https://www.instagram.com/p/C91eiSqtKeC/,No caption,2024-07-25 06:27:05,,
91,gtuedutr,https://www.instagram.com/p/C91eQ5nNQnm/,#gebzetekniküniversitesi #GTÜ #tercih2024,2024-07-25 06:24:43,,
92,gtuedutr,https://www.instagram.com/p/C90IC37KaiI/,"Gebze Teknik Üniversitesi Harita Mühendisliği Bölümü’nü keşfedin! 🌍📐 Bu videoda, GTÜ kampüsünde harita mühendisliği laboratuvarlarını ve öğrenci yaşam alanlarını geziyoruz. GTÜ’de harita mühendisliği okumak isteyenler için harika bir rehber! Daha fazla bilgi ve güncellemeler için takip edin. Merak ettiklerinizi cevaplamaktan mutluluk duyarız 🙏📍  #GTÜ #GebzeTeknikÜniversitesi #HaritaMühendisliği #GeomaticsEngineering #KampüsTuru #ÜniversiteHayatı #Mühendislik #StudentLife #GTÜHarita #HaritaTeknolojileriAraştırmaKulübü #HTAK",2024-07-24 17:59:13,,
93,gtuedutr,https://www.instagram.com/p/C9zjED-RvFj/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  KİMYA MÜHENDİSLİĞİ  #kimyamühendisliği #kimyamühendisi #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-24 12:29:07,,
94,gtuedutr,https://www.instagram.com/p/C9zayOARHlM/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  ÇEVRE MÜHENDİSLİĞİ  #çevremühendisliği #çevremühendisi #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-24 11:16:18,,
95,gtuedutr,https://www.instagram.com/p/C9zaRkuRtaJ/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  SİBER GÜVENLİK ANALİSTLİĞİ VE OPERATÖRLÜĞÜ  #sibergüvenlik #sibergüvenlikanalistliğiveoperatörlüğü #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-24 11:12:53,,
96,gtuedutr,https://www.instagram.com/p/C9zWhSNRNvT/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  UÇAK MÜHENDİSLİĞİ  #uçakmühendisliği #havacılıkveuzaybilimlerifakültesi #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-24 10:41:14,,
97,gtuedutr,https://www.instagram.com/p/C9zWE9IRNph/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  MİMARLIK BÖLÜMÜ  #mimarlık #mimarlıkbölümü #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-24 10:35:32,,
98,gtuedutr,https://www.instagram.com/p/C9zVti1RB4g/,2024 Tercih Dönemi Bölüm Tanıtımlarımız  ELEKTRONİK MÜHENDİSLİĞİ  #elektronikmühendisliği #elektronik #gtü #gebzeteknik #gebzetekniküniversitesi #tercihdönemi #tercih2024,2024-07-24 10:32:58,,
99,gtuedutr,https://www.instagram.com/p/C9zTC3aNDkY/,No caption,2024-07-24 10:08:12,,
100,gtuedutr,https://www.instagram.com/p/C9zFL5rNytn/,#GTÜ #tekniküniversite #ABprojeleri #gebzetekniküniversitesi,2024-07-24 08:07:06,,
